movie_title,norm_title,year,critics_consensus,review_date,tomatometer_rating
The Horse Whisperer,the horse whisperer,1998,"It might be a bit too eager to tug the heartstrings, but The Horse Whisperer is typically graceful, well-crafted Redford -- on both sides of the camera.",1998-05-15,74.0
Dr. Seuss' Horton Hears a Who!,dr seuss horton hears a who,2008,"Horton Hears A Who! is both whimsical and heartwarming, and is the rare Dr. Seuss adaptation that stays true to the spirit of the source material.",2008-02-28,79.0
Hostel,hostel,2005,"Featuring lots of guts and gore, Hostel is a wildly entertaining corpse-filled journey -- assuming one is entertained by corpses, guts, and gore, that is.",2005-09-16,61.0
Hostel Part II,hostel part ii,2007,"Offering up more of the familiar sadism and gore, Hostel: Part II will surely thrill horror fans.",2007-06-01,44.0
Hostiles,hostiles,2017,"Hostiles benefits from stunning visuals and a solid central performance from Christian Bale, both of which help elevate its uneven story.",2017-09-03,70.0
The Hot Chick,the hot chick,2002,"The Hot Chick's one-note concept gets stretched thin, and a lot of the jokes fall flat.",2002-12-09,22.0
Hot Fuzz,hot fuzz,2007,The brilliant minds behind Shaun of the Dead successfully take a shot at the buddy cop genre with Hot Fuzz. The result is a bitingly satiric and hugely entertaining parody.,2007-02-03,91.0
Hot Rod,hot rod,2007,"Hot Rod has brazen silliness and a few humorous set pieces on its side, but it's far too inconsistent to satisfy all but the least demanding slapstick lovers.",2007-06-30,39.0
Hot Shots! Part Deux,hot shots part deux,1993,"Audiences who enjoyed the first Hot Shots! will probably be tickled by this second helping, although the barrage of laughs miss more than they hit this time around.",1993-05-21,57.0
Hot Summer Nights,hot summer nights,2017,"Hot Summer Nights is easy on the eyes and clearly indebted to some great films, but its strengths -- including a charismatic young cast -- are often outweighed by its uninspired story.",2017-03-15,43.0
Hot Tub Time Machine,hot tub time machine,2010,Its flagrantly silly script -- and immensely likable cast -- make up for most of its flaws.,2010-03-11,64.0
Hot Tub Time Machine 2,hot tub time machine 2,2015,"A shallow dip overflowing with juvenile humor, Hot Tub Time Machine 2 is a lukewarm sequel that's healthiest to avoid.",2015-02-18,13.0
Hotel,hotel,2002,"Hotel earns a handful of points for sheer ambition, but they aren't enough to carry the movie over its steep pretensions.",2002-04-16,41.0
Hotel Artemis,hotel artemis,2018,"Hotel Artemis has a few flashes of wit and an intriguing cast, but mostly it's just a serviceable chunk of slightly futuristic violence -- which might be all its audience is looking for.",2018-06-06,58.0
Hotel for Dogs,hotel for dogs,2009,"Hotel for Dogs may appeal to children and dog lovers, but it's ultimately contrived, predictable, and simplistic.",2009-01-09,46.0
Hotel Mumbai,hotel mumbai,2018,"Its depiction of real-life horror will strike some as exploitative, but Hotel Mumbai remains a well-made dramatization of tragic events.",2018-09-08,76.0
Hotel Rwanda,hotel rwanda,2004,A sobering and heartfelt tale about massacre that took place in Rwanda while most of the world looked away.,2004-09-14,91.0
Hotel Transylvania,hotel transylvania,2012,"Hotel Transylvania's buoyant, giddy tone may please children, but it might be a little too loud and thinly-scripted for older audiences.",2012-09-07,45.0
Hotel Transylvania 2,hotel transylvania 2,2015,"Hotel Transylvania 2 is marginally better than the original, which may or may not be enough of a recommendation to watch 89 minutes of corny, colorfully animated gags from Adam Sandler and company.",2015-09-24,56.0
Hotel Transylvania 3: Summer Vacation,hotel transylvania 3 summer vacation,2018,Hotel Transylvania 3: Summer Vacation delivers exactly what fans will expect - which means another 97 agreeably lightweight minutes of fast-paced gags and colorful animation.,2018-06-28,62.0
The Hottie and the Nottie,the hottie and the nottie,2008,"The Hottie and the Nottie is a crass, predictable, and ineptly staged gross-out comedy that serves little purpose beyond existing as another monument to Paris Hilton's vanity.",2008-01-29,6.0
Hounds of Love,hounds of love,2016,"Smartly constructed and powerfully acted, Hounds of Love satisfies as a psychological thriller with a few nasty surprises -- and marks writer-director Ben Young as a promising talent.",2016-09-02,88.0
Hour of the Wolf (Vargtimmen),hour of the wolf vargtimmen,2000,"Ingmar Bergman makes a successful foray into horror with Hour of the Wolf, infusing the demons that spring from creativity with his trademark psychological curiosity.",2000-01-01,92.0
The Hours,the hours,2002,"The movie may be a downer, but it packs an emotional wallop. Some fine acting on display here.",2002-11-25,80.0
House at the End of the Street,house at the end of the street,2012,"Poorly conceived, clumsily executed, and almost completely bereft of scares, House at the End of the Street strands its talented star in a film as bland as its title.",2012-09-20,13.0
The House Bunny,the house bunny,2008,"Anna Faris is game, but she can't salvage this middling, formulaic comedy.",2008-08-20,44.0
House of 1000 Corpses,house of 1000 corpses,2003,"There's an abundance of gore in this derivative horror movie, but little sense or wit.",2003-02-17,20.0
House of D,house of d,2005,A sincere but inept coming of age story.,2005-03-20,10.0
House of Flying Daggers,house of flying daggers,2004,The visual splendor of the movie makes up for the weak story.,2004-05-20,87.0
House of Fools,house of fools,2003,"House of Fools has a potentially intriguing fact-based story to tell, but an insensitive approach to depicting mental illness undermines its effectiveness.",2003-02-22,41.0
House of Games,house of games,2000,"Galvanized by David Mamet's punchy dialogue and a winding succession of surprises, House of Games is a terse thriller where confidence is currency.",2000-01-01,96.0
House of Hummingbird (Beolsae),house of hummingbird beolsae,2018,"A striking debut for writer-director Kim Bora, House of Hummingbird delicately captures a turning point in one young woman's life.",2018-10-11,100.0
House of Sand and Fog,house of sand and fog,2003,Powerful and thought provoking film.,2003-11-11,74.0
House of Wax,house of wax,2005,"Bearing little resemblance to the 1953 original, House of Wax is a formulaic but better-than-average teen slasher flick.",2005-04-26,26.0
House Party,house party,1990,"House Party is a light, entertaining teen comedy with an infectious energy.",1990-03-09,93.0
Housebound,housebound,2014,"Alternately hilarious, gross, and simply diverting, Housebound is the rare horror-comedy that delivers on both fronts.",2014-06-13,95.0
Houseguest,houseguest,1995,"Perplexingly unfunny given the involvement of its two hilarious leads, Houseguest wears out its welcome almost immediately.",1995-01-06,14.0
How Do You Know,how do you know,2010,"How Do You Know boasts a quartet of likeable leads -- and they deserve better than this glib, overlong misfire from writer/director James L. Brooks.",2010-12-13,31.0
How Green Was My Valley,how green was my valley,1941,"Though it perhaps strays into overly maudlin territory, this working-class drama is saved by a solid cast and director John Ford's unmistakeable style.",1941-01-01,89.0
How High,how high,2001,"How High is a sloppily constructed stoner movie filled with lame, vulgar jokes.",2001-12-02,26.0
How I Live Now,how i live now,2013,"Led by another strong performance from Saoirse Ronan and a screenplay that subverts YA clichés, How I Live Now blends young love with post-apocalyptic drama.",2013-09-04,66.0
How She Move,how she move,2007,"Despite a formulaic plot, the energetic and gritty How She Move is elevated by a commanding debut performance by Rutina Wesley.",2007-01-25,66.0
Dr. Seuss' How the Grinch Stole Christmas,dr seuss how the grinch stole christmas,2000,"Jim Carrey shines as the Grinch. Unfortunately, it's not enough to save this movie. You'd be better off watching the TV cartoon.",2000-01-01,49.0
How To Be Single,how to be single,2016,"How to Be Single boasts the rough outline of a feminist rom-com, but too willingly indulges in the genre conventions it wants to subvert.",2016-02-03,47.0
How to Build a Girl,how to build a girl,2019,"Led by Beanie Feldstein's charming performance, How to Build a Girl puts a disarmingly earnest spin on the familiar coming-of-age comedy formula.",2019-09-08,79.0
How to Cook Your Life,how to cook your life,2007,"This charming doc takes its time while focusing on food, but highlights larger lessons that audiences will reflect upon long after leaving the theater.",2007-08-18,72.0
How to Deal,how to deal,2003,Soap opera for teens.,2003-07-14,27.0
How to Eat Fried Worms,how to eat fried worms,2006,This Fear Factor for kids is good-natured and tasty enough.,2006-08-21,60.0
How to Lose a Guy in 10 Days,how to lose a guy in 10 days,2003,"Matthew McConaughey and Kate Hudson are charming together, but they can't overcome How to Lose a Guy in 10 Days' silly premise and predictable script.",2003-01-22,42.0
How to Lose Friends & Alienate People,how to lose friends alienate people,2008,"A decent performance from Pegg in a disappointing film. Neither sharp nor satirical, Weide's adaptation relies too heavily on slapstick, and misses the point of the source material in the process.",2008-05-15,37.0
How to Make an American Quilt,how to make an american quilt,1995,"How to Make an American Quilt is a bit of a patchwork from a storytelling standpoint, but a strong ensemble cast led by Winona Ryder helps hold it all together.",1995-10-06,61.0
How to Survive a Plague,how to survive a plague,2012,"Angry, powerful, and stirring, How to Survive a Plague is a brilliantly constructed documentary about the activists who pushed for action to combat the AIDS epidemic.",2012-01-30,98.0
How to Talk to Girls at Parties,how to talk to girls at parties,2017,"How to Talk to Girls at Parties has energy and ambition, but is ultimately too unfocused to do much with either -- or develop its themes into a cohesive whole.",2017-05-21,48.0
How to Train Your Dragon,how to train your dragon,2010,"Boasting dazzling animation, a script with surprising dramatic depth, and thrilling 3-D sequences, How to Train Your Dragon soars.",2010-03-10,99.0
How to Train Your Dragon 2,how to train your dragon 2,2014,"Exciting, emotionally resonant, and beautifully animated, How to Train Your Dragon 2 builds on its predecessor's successes just the way a sequel should.",2014-05-16,91.0
How to Train Your Dragon: The Hidden World,how to train your dragon the hidden world,2019,"The rare trilogy capper that really works, How to Train Your Dragon: The Hidden World brings its saga to a visually dazzling and emotionally affecting conclusion.",2019-01-02,90.0
